apartment_type,bedroom,bathroom,toilet,location,price
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Osapa, Lekki, Lagos",3000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Seaside Estate, Badore, Ajah, Lagos",1200000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Mende, Maryland, Lagos",1800000
1 bedroom flat / apartment for rent,1.0,1.0,1.0,"  Lekki, Lagos",5000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki, Lagos",120000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Olokonla, Ajah, Lagos",1500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Lekki Right, Lekki Phase 1, Lekki, Lagos",4500000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Peace Estate Canoe, Isolo, Lagos",1500000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Ikate Elegushi, Lekki, Lagos",6000000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Morgan Estate, Ojodu, Lagos",1500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ibeju Lekki, Lagos",600000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki, Lagos",2800000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Abijo, Destiny Homes Estate, Ajah, Lagos",1000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Lekki Phase 1, Lekki, Lagos",3000000
1 bedroom flat / apartment for rent,1.0,2.0,2.0,"  Before Skymall, Sangotedo, Ajah, Lagos",1300000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  Sangotedo, Ajah, Lagos",2000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Victoria Island (VI), Lagos",6500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikate Elegushi, Lekki, Lagos",5000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ikate Elegushi, Lekki, Lagos",4000000
3 bedroom flat / apartment for rent,3.0,2.0,3.0,"  Lekki County, Ikota, Lekki, Lagos",2500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Lekki Phase 1, Lekki, Lagos",7000000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Ajayi Road, Ogba, Ikeja, Lagos",1000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikate Elegushi, Lekki, Lagos",4500000
4 bedroom flat / apartment for rent,4.0,4.0,5.0,"  Ikoyi, Lagos",25000000
1 bedroom mini flat (room and parlour) for rent,1.0,2.0,2.0,"  Vina, Badore, Ajah, Lagos",700000
3 bedroom flat / apartment for rent,3.0,2.0,3.0,"  White Sand, Lekki Phase 1, Lekki, Lagos",3800000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ezinne Street, Oribanwa, Ibeju Lekki, Lagos",900000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Victory Estate Thomas Estate, Ajah, Lagos",1400000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Unity Estate, Badore, Ajah, Lagos",1200000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Unity Estate, Badore, Ajah, Lagos",800000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Atlantic View Estate New Road Igboefon, Lekki, Lagos",2000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Iwaya, Yaba, Lagos",1800000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Abraham Adesanya/lbs / University View Estate, Olokonla, Ajah, Lagos",2500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Idowu Estate, Badore, Ajah, Lagos",1200000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Olokonla, Sangotedo, Ajah, Lagos",1300000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Olokonla Lbs, Sangotedo, Ajah, Lagos",1900000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Banana Island, Ikoyi, Lagos",15500000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Alakuko, Mobil Filling Station, Abule Egba, Agege, Lagos",450000
1 bedroom flat / apartment for rent,1.0,4.0,1.0,"  Opebi, Ikeja, Lagos",2500000
1 bedroom flat / apartment for rent,1.0,1.0,1.0,"  Westwood Estate, Badore, Ajah, Lagos",800000
1 bedroom mini flat (room and parlour) for rent,1.0,2.0,2.0,"  Ilasan, Lekki, Lagos",1800000
4 bedroom flat / apartment for rent,4.0,4.0,5.0,"  Unilag Estate, Magodo Phase 1, Ikeja, Lagos",5000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Thomas Estate, Ajah, Lagos",1000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Chevron, Lekki, Lagos",3500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki Phase 1, Lekki, Lagos",7500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Container Busstop, Awoyaya, Ibeju Lekki, Lagos",1100000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Container Road, Awoyaya, Ibeju Lekki, Lagos",1100000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Lekki Phase 1, Lekki, Lagos",1200000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  C.m.d Road, Ikosi, Ketu, Lagos",2500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Yaba, Lagos",700000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Mullinar Tower, Ikoyi, Lagos",7500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki Phase 1, Lekki, Lagos",10000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Devine Homes Estate Thomas Estate Ajiwe, Ajiwe, Ajah, Lagos",2500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Salem, Ikate, Lekki, Lagos",4000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Mayfair Garden Estate, Awoyaya, Ibeju Lekki, Lagos",800000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Off Irone Avenue, Aguda, Surulere, Lagos",2000000
1 bedroom mini flat (room and parlour) for rent,1.0,2.0,2.0,"  Ogba, Ikeja, Lagos",700000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Ogba, Ikeja, Lagos",600000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Chevron Alternative, Lekki, Lagos",3000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Off Isawo Road , Alasalatu, Agric, Ikorodu, Lagos",250000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Adekoyo Estate Off College Road, Ogba, Ikeja, Lagos",1000000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Osapa, Lekki, Lagos",600000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Chief Rotimi Williams Estate Kay Farm Obawole Ifako Ijaye Lga, Ogba, Ikeja, Lagos",1500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Agungi Estate, Agungi, Lekki, Lagos",3800000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Osapa London Extension, Osapa, Lekki, Lagos",3500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Agungi, Lekki, Lagos",2500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Agunbiade Bankole Way, Ologolo, Lekki, Lagos",2300000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Off Orchid Road, Lekki, Lagos",1200000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  Ibukunolu Street, Akoka, Yaba, Lagos",2000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Greenland Estate, Mende, Maryland, Lagos",3000000
3 bedroom flat / apartment for rent,3.0,2.0,2.0,"  Agungi, Lekki, Lagos",3000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Chevron, Lekki, Lagos",2500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Victoria Island (VI), Lagos",2500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Badore, Ajah, Lagos",600000
Self contain (single rooms) for rent,1.0,1.0,5.0,"  Unity Estate, Badore, Ajah, Lagos",350000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Ikoyi, Lagos",7500000
3 bedroom flat / apartment for rent,3.0,2.0,2.0,"  Off Pedro Road,, Shomolu, Lagos",1700000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Fola-agoro, Yaba, Lagos",2500000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  By Skymall, Sangotedo, Ajah, Lagos",2000000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  Williams Estate, Surulere, Lagos",3500000
1 bedroom flat / apartment for rent,1.0,1.0,1.0,"  GRA, Ogudu, Lagos",2000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lateef Adegboyega Street, Ago Palace, Isolo, Lagos",1600000
3 bedroom flat / apartment for rent,3.0,2.0,3.0,"  Soluyi, Gbagada, Lagos",2200000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ikate, Lekki, Lagos",3500000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  Ilasan, Lekki, Lagos",4500000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  Ologolo, Lekki, Lagos",4500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Badore, Ajah, Lagos",700000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Victoria Island (VI), Lagos",2800000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Thomas Estate, Ajah, Lagos",1400000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Badore, Ajah, Lagos",1200000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Behind Prime Water Garden, Ikate, Lekki, Lagos",5000000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Fashoro Street Off Western Avenue, Surulere, Lagos",1500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Behind Blenco Supermarket, Sangotedo, Ajah, Lagos",1000000
4 bedroom flat / apartment for rent,4.0,4.0,4.0,"  Akinsanya Street, Off Oguntona Crescent, Gbagada Phase 1, Gbagada, Lagos",3700000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Murphy Adetoro Street, Alpha Beach Road, Atlantic View Estate, Igbo Efon, Lekki, Lagos",800000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Old Ikoyi, Ikoyi, Lagos",13000000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Omole Phase 2, Ikeja, Lagos",3500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Agungi, Lekki, Lagos",1800000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Egbeda, Alimosho, Lagos",1200000
Flat / apartment for rent,1.0,1.0,1.0,"  Ikate, Ikate Elegushi, Lekki, Lagos",1600000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Badore, Ajah, Lagos",700000
1 bedroom flat / apartment for rent,1.0,1.0,1.0,"  Paradise Estate, Ibeju Lekki, Lagos",420000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Off Ligali Ayorinde, Oniru, Victoria Island (VI), Lagos",2800000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Nike Art Gallery Way, Ikate, Lekki, Lagos",2500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Omole Phase 2, Ikeja, Lagos",3500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Off Oba Akinjobi Street, Ikeja GRA, Ikeja, Lagos",10000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Seaside Estate, Badore, Ajah, Lagos",1000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki Phase 1, Lekki, Lagos",5000000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Lakeviille Estate Besides Skymall Lagos Business School, Ajah, Lagos",2000000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Westbound Estate Besides Lagos Business, Ajah, Lagos",2300000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Container,global Gate, Awoyaya, Ibeju Lekki, Lagos",850000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikoyi, Lagos",15000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Container, Awoyaya, Ibeju Lekki, Lagos",750000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Victoria Island (VI), Lagos",25000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Banana Road, Ikoyi, Lagos",15000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ogombo Abraham Adesanya/ilaje, Ajah, Lagos",1800000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Uba, Awoyaya, Ibeju Lekki, Lagos",700000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ogombo, Ajah, Lagos",1800000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Southern View Estate Lekki 2nd Toll Gate Eleganza, Lekki Phase 2, Lekki, Lagos",2800000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Majerk Estate, Abijo, Lekki, Lagos",1500000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Ogombo, Ajah, Lagos",1800000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Opposite Blenco, Sangotedo, Ajah, Lagos",1700000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Ikota, Lekki, Lagos",1200000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  By Salem Bus Stop, Ilasan, Lekki, Lagos",3000000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Newroad, Lekki, Lagos",1000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ebute, Ikorodu, Lagos",700000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ebute, Ikorodu, Lagos",700000
2 bedroom flat / apartment for rent,2.0,1.0,1.0,"  Hopeville Estate, Sangotedo, Ajah, Lagos",2000000
4 bedroom flat / apartment for rent,4.0,4.0,5.0,"  Residential Zone, Banana Island, Ikoyi, Lagos",40000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",20000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",20000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Chief Rotimi Williams Estate Kay Farm Obawole Ifako Ijaye Lga, Ogba, Ikeja, Lagos",1000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ogombo, Ajah, Lagos",1800000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  Medina, Gbagada, Lagos",3500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Opposite Blenco Supermarket, Sangotedo, Ajah, Lagos",1700000
3 bedroom flat / apartment for rent,3.0,2.0,3.0,"  Soluyi, Gbagada, Lagos",2000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Farmville, Sangotedo, Ajah, Lagos",1700000
Self contain (single rooms) for rent,1.0,1.0,4.0,"  Goodness Estate, Badore, Ajah, Lagos",300000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  Lekki Phase 1, Lekki, Lagos",6200000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Jibowu, Yaba, Lagos",1300000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikoyi, Lagos",13000000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  Blenco Sangotedo, Ajah, Lagos",2000000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  Victoria Island (VI), Lagos",10000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Medina Estate, Gbagada, Lagos",4000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Seaside Estate, Badore, Ajah, Lagos",700000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ikoyi, Lagos",12000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ogombo, Ajah, Lagos",1800000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Mobolaji Johnson Avenue,, Ikoyi, Lagos",10500000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  GRA Phase 2, Magodo, Lagos",3000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  GRA Phase 2, Magodo, Lagos",3700000
1 bedroom flat / apartment for rent,1.0,1.0,2.0,"  Lagos Business School, Ajah, Lagos",1300000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",20000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Opic Estate, Opic, Isheri North, Lagos",2000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Opic Estate, Opic, Isheri North, Lagos",1500000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Alfa Beach Road Igbo Efon, Lekki, Lagos",2200000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki Phase 1, Lekki, Lagos",6500000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Moses Adebisi Street, Off Agidi Road, Alapere, Ketu, Lagos",650000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Igbon Efon, Lekki, Lagos",3500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Lekki Phase 1, Lekki, Lagos",3000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lakowe, Ibeju Lekki, Lagos",1200000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikate Elegushi, Lekki, Lagos",4500000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Dideolu Estate, Victoria Island (VI), Lagos",7500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Spring View Estate, Ebute, Ikorodu, Lagos",1200000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Fejiso Estate Ibeju, Abijo, Lekki, Lagos",1100000
1 bedroom flat / apartment for rent,1.0,1.0,1.0,"  Soluyi, Gbagada, Lagos",1000000
1 bedroom flat / apartment for rent,1.0,1.0,1.0,"  Orchid Road Chevron, Lekki, Lagos",1100000
2 bedroom flat / apartment for rent,2.0,1.0,1.0,"  Western Foreshore, Osapa, Lekki, Lagos",2500000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Off Freedom Way, Ikate, Lekki, Lagos",5000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Old Ikoyi, Ikoyi, Lagos",11000000
1 bedroom mini flat (room and parlour) for rent,1.0,2.0,2.0,"  Lekki Phase 1, Lekki, Lagos",2800000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  United Estate, Sangotedo, Ajah, Lagos",1200000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikate Elegushi, Lekki, Lagos",4500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Harmony, Ajah, Lagos",1500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikoyi, Lagos",20000000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Old Ikoyi, Ikoyi, Lagos",6000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ikoyi, Lagos",12100000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Remi Olowude Street, Lekki Phase 1, Lekki, Lagos",9000000
3 bedroom flat / apartment for rent,3.0,2.0,3.0,"  Remi Oluwude Street, Oniru, Victoria Island (VI), Lagos",16000000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Remi Olowude Street By Oniru, Lekki Phase 1, Lekki, Lagos",9000000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Banana Island, Ikoyi, Lagos",16000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ikoyi, Lagos",12000000
1 bedroom flat / apartment for rent,1.0,1.0,1.0,"  Abiolas Court Chevron Alternative Route, Lekki, Lagos",1100000
4 bedroom flat / apartment for rent,4.0,4.0,5.0,"  Ikoyi, Lagos",16000100
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Off Awolowo Road, Ikoyi, Lagos",17000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Lekki Phase 1, Lekki, Lagos",12000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Lekki Phase 1, Lekki, Lagos",9000000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Badore, Ajah, Lagos",350000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  United Estate, Sangotedo, Ajah, Lagos",1200000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ikate Elegushi, Lekki, Lagos",3000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Ako-akete By Green Springs School, Awoyaya, Ibeju Lekki, Lagos",600000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Uba Supermarket, Awoyaya, Ibeju Lekki, Lagos",600000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Oral Estate Shortly After Chevron Drive, Lekki, Lagos",3000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ologolo, Lekki, Lagos",2500000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Off Green Springs School Awoyaya, Close To Express, Awoyaya, Ibeju Lekki, Lagos",1000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Olori Mojisola Estate, Ikoyi, Lagos",6500000
4 bedroom flat / apartment for rent,4.0,4.0,5.0,"  No. 16, Palm Crescent Estate, Badore, Ajah, Lagos",4000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ikate, Lekki, Lagos",4000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Agungi, Lekki, Lagos",3000000
4 bedroom flat / apartment for rent,4.0,4.0,5.0,"  Palm Crescent Estate, Ajah, Lagos",4000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ikate, Lekki, Lagos",7000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Victoria Island (VI), Lagos",10000000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Wastern Area, Isheri, Magodo, Lagos",2000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Oral Estate, Lekki, Lagos",2800000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Oniru, Victoria Island (VI), Lagos",4500000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Oniru, Victoria Island (VI), Lagos",5000000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Ayodele / Oricha, Magodo, Lagos",1500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Victoria Island (VI), Lagos",6500000
4 bedroom flat / apartment for rent,4.0,4.0,4.0,"  Ikeja GRA, Ikeja, Lagos",6000000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Jose Maria Escriva Street, Ikate, Lekki, Lagos",4000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikate, Lekki, Lagos",6500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Sangotedo, Ajah, Lagos",1000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ikate, Lekki, Lagos",5000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Olori Mojisola Estate, Ikoyi, Lagos",6500000
3 bedroom flat / apartment for rent,3.0,2.0,3.0,"  Agungi, Lekki, Lagos",3000000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Agboyi Estate, Alapere, Ketu, Lagos",1500000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Ikeja GRA, Ikeja, Lagos",12000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Chevron, Lekki Expressway, Lekki, Lagos",2500000
